record_id,run_id,prev_cs,prev_mc,prev_hdh,round_idx,rounds_remaining,val_f1,total_round_time,train_mean,train_max,comm_mean,comm_max,f1_over_time,comm_frac,y_cs_applied
r8_d3,fashionmnist__cnn16k/few-shot deepseek/r8,OFF,OFF,OFF,3.0,7.0,0.775,112.49,50.128,81.1,31.520000000000003,61.96,0.006889501289003467,0.28020268468308296,OFF
r8_d4,fashionmnist__cnn16k/few-shot deepseek/r8,OFF,OFF,OFF,4.0,6.0,0.7856,128.02,71.936,100.06,23.721999999999998,37.48,0.006136541165442899,0.1852991720043743,OFF
r8_d5,fashionmnist__cnn16k/few-shot deepseek/r8,OFF,OFF,OFF,5.0,5.0,0.7994,149.98,86.18199999999999,118.9,32.396,55.96,0.00533004400586745,0.21600213361781573,OFF
r8_d6,fashionmnist__cnn16k/few-shot deepseek/r8,OFF,OFF,OFF,6.0,4.0,0.7557,178.12,114.81199999999998,147.57,38.43,66.79,0.004242645407590388,0.21575342465753425,OFF
r8_d7,fashionmnist__cnn16k/few-shot deepseek/r8,OFF,OFF,OFF,7.0,3.0,0.8126,198.2,132.73,166.95,42.9,77.44,0.0040998990918264385,0.21644803229061554,OFF
r8_d8,fashionmnist__cnn16k/few-shot deepseek/r8,OFF,OFF,OFF,8.0,2.0,0.8038,215.68,144.976,170.88,41.856,76.18,0.003726817507418397,0.1940652818991098,OFF
r8_d9,fashionmnist__cnn16k/few-shot deepseek/r8,OFF,OFF,OFF,9.0,1.0,0.8325,229.26,161.592,179.92,44.989999999999995,69.11,0.0036312483643025388,0.19624007676873417,OFF
r9_d2,fashionmnist__cnn16k/few-shot deepseek/r9,OFF,OFF,OFF,2.0,8.0,0.6768,91.26,30.297999999999995,61.23,24.36,47.29,0.007416173570019723,0.2669296515450361,OFF
r9_d3,fashionmnist__cnn16k/few-shot deepseek/r9,OFF,OFF,OFF,3.0,7.0,0.7838,110.72,49.094,79.43,30.794,53.68,0.007079118497109827,0.278125,OFF
r9_d4,fashionmnist__cnn16k/few-shot deepseek/r9,OFF,OFF,OFF,4.0,6.0,0.7816,133.83,71.728,102.62,27.458,46.76,0.0058402450870507355,0.20517073899723526,ON
r9_d5,fashionmnist__cnn16k/few-shot deepseek/r9,ON,OFF,OFF,5.0,5.0,0.8161,153.45,88.978,120.74,34.07000000000001,65.56,0.005318344737699577,0.2220267188009124,OFF
r9_d6,fashionmnist__cnn16k/few-shot deepseek/r9,OFF,OFF,OFF,6.0,4.0,0.812,161.23,103.68599999999999,134.14,35.116,61.23,0.005036283570055202,0.21780065744588478,ON
r9_d7,fashionmnist__cnn16k/few-shot deepseek/r9,ON,OFF,OFF,7.0,3.0,0.822,196.87,129.08800000000002,162.65,36.477999999999994,60.02,0.004175344135724081,0.18528978513740027,OFF
r9_d8,fashionmnist__cnn16k/few-shot deepseek/r9,OFF,OFF,OFF,8.0,2.0,0.8187,219.07,144.18599999999998,169.11,43.89399999999999,80.71,0.003737161637832656,0.20036518007942664,ON
r9_d9,fashionmnist__cnn16k/few-shot deepseek/r9,ON,OFF,OFF,9.0,1.0,0.8185,209.93,160.2,175.94,34.45399999999999,44.27,0.0038989186871814414,0.1641213737912637,OFF
r10_d2,fashionmnist__cnn16k/few-shot deepseek/r10,OFF,OFF,OFF,2.0,8.0,0.7338,85.29,29.394,57.1,24.854,54.87,0.008603587759409075,0.2914057920037519,OFF
r10_d3,fashionmnist__cnn16k/few-shot deepseek/r10,OFF,OFF,OFF,3.0,7.0,0.7588,117.01,53.553999999999995,84.53,30.73,57.09,0.006484915819160756,0.26262712588667636,OFF
r10_d4,fashionmnist__cnn16k/few-shot deepseek/r10,OFF,OFF,OFF,4.0,6.0,0.7934,132.44,68.95,100.19,39.978,72.77,0.005990637269707037,0.3018574448807007,OFF
r10_d5,fashionmnist__cnn16k/few-shot deepseek/r10,OFF,OFF,OFF,5.0,5.0,0.8015,162.38,91.832,124.05,40.153999999999996,73.55,0.004935952703534918,0.24728414829412487,OFF
r10_d6,fashionmnist__cnn16k/few-shot deepseek/r10,OFF,OFF,OFF,6.0,4.0,0.8283,174.86,111.74600000000001,145.56,30.054000000000002,42.57,0.0047369324030653095,0.1718746425711998,OFF
r10_d7,fashionmnist__cnn16k/few-shot deepseek/r10,OFF,OFF,OFF,7.0,3.0,0.8266,182.73,122.85,153.55,33.388,64.07,0.00452361407541181,0.18271767088053412,OFF
r10_d8,fashionmnist__cnn16k/few-shot deepseek/r10,OFF,OFF,OFF,8.0,2.0,0.8159,220.2,146.302,177.2,41.938,77.7,0.0037052679382379656,0.19045413260672117,OFF
r10_d9,fashionmnist__cnn16k/few-shot deepseek/r10,OFF,OFF,OFF,9.0,1.0,0.8363,241.03,159.902,177.72,43.906,89.46,0.003469692569389703,0.1821598971082438,OFF
